country zip city longitude latitude
DE 35390 Giessen 8.6730142590698300 50.5859482420135000
DE 39104 Magdeburg 11.6222587 52.1312151
DE 10115 Berlin 13.4251364 52.5075419
DE 60323 "Frankfurt am Main" 8.6650844666632700 50.1241893600359000
DE 81543 Muenchen 11.5638075 48.108727
DE 61231 "Bad Nauheim" 8.7497923449015600 50.3763246146135000
